Model,Overall_Accuracy,Overall_Loss,Macro_Avg_Precision,Macro_Avg_Recall,Macro_Avg_F1,Weighted_Avg_Precision,Weighted_Avg_Recall,Weighted_Avg_F1,HGC_Precision,HGC_Recall,HGC_F1,HGC_Support,LGC_Precision,LGC_Recall,LGC_F1,LGC_Support,NST_Precision,NST_Recall,NST_F1,NST_Support,NTL_Precision,NTL_Recall,NTL_F1,NTL_Support,Macro_AUC,Micro_AUC,HGC_AUC,LGC_AUC,NST_AUC,NTL_AUC,HGC_Plot_AUC,LGC_Plot_AUC,NST_Plot_AUC,NTL_Plot_AUC,Micro_Avg_Plot_AUC
XCiT-Tiny-P16,57.67195767195767,1.3691275208084672,0.5134093915343916,0.5112442631310556,0.49946699565315505,0.5837263094538228,0.5767195767195767,0.5663491538443319,0.7142857142857143,0.8108108108108109,0.759493670886076,74.0,0.6333333333333333,0.3584905660377358,0.4578313253012048,53.0,0.5208333333333334,0.6756756756756757,0.5882352941176471,37.0,0.18518518518518517,0.2,0.19230769230769232,25.0,0.7602398416714988,0.8002482200013065,0.8505287896592244,0.6771642619311875,0.8547297297297297,0.6585365853658537,0.8505287896592244,0.6771642619311875,0.8547297297297297,0.6585365853658537,0.8002482200013065
XCiT-Small-P16,39.15343915343915,1.413582514202784,0.40699287177557586,0.42115247322794497,0.3662064968437517,0.4865750059006466,0.3915343915343915,0.38677371338954486,0.8235294117647058,0.3783783783783784,0.5185185185185185,74.0,0.17857142857142858,0.09433962264150944,0.12345679012345678,53.0,0.4925373134328358,0.8918918918918919,0.6346153846153846,37.0,0.13333333333333333,0.32,0.18823529411764706,25.0,0.7244110572629108,0.7206591827403114,0.8782608695652174,0.5320477247502775,0.9336770981507824,0.5536585365853659,0.8782608695652174,0.5320477247502775,0.9336770981507824,0.5536585365853659,0.7206591827403114
XCiT-Medium-P16,29.62962962962963,1.4574742733486115,0.27979148181011537,0.39905405405405403,0.31293344108139876,0.25362788317535434,0.2962962962962963,0.25787587049708705,0.30612244897959184,0.20270270270270271,0.24390243902439024,74.0,0.0,0.0,0.0,53.0,0.41304347826086957,0.5135135135135135,0.4578313253012048,37.0,0.4,0.88,0.55,25.0,0.6997963107227821,0.6707072403721434,0.6537015276145711,0.4625416204217536,0.7748933143669986,0.9080487804878049,0.6537015276145711,0.4625416204217536,0.7748933143669986,0.9080487804878049,0.6707072403721434
