Model,Overall_Accuracy,Overall_Loss,Macro_Avg_Precision,Macro_Avg_Recall,Macro_Avg_F1,Weighted_Avg_Precision,Weighted_Avg_Recall,Weighted_Avg_F1,HGC_Precision,HGC_Recall,HGC_F1,HGC_Support,LGC_Precision,LGC_Recall,LGC_F1,LGC_Support,NST_Precision,NST_Recall,NST_F1,NST_Support,NTL_Precision,NTL_Recall,NTL_F1,NTL_Support,Macro_AUC,Micro_AUC,HGC_AUC,LGC_AUC,NST_AUC,NTL_AUC,HGC_Plot_AUC,LGC_Plot_AUC,NST_Plot_AUC,NTL_Plot_AUC,Micro_Avg_Plot_AUC
Swin-V2-T,39.682539682539684,1.357873277058677,0.21776251823043266,0.375,0.2512479942948832,0.28280127477988437,0.3968253968253968,0.30427855459055314,0.5735294117647058,0.527027027027027,0.5492957746478874,74.0,0.0,0.0,0.0,53.0,0.2975206611570248,0.972972972972973,0.45569620253164556,37.0,0.0,0.0,0.0,25.0,0.5951908688646136,0.6116476769034088,0.6544065804935371,0.4783573806881243,0.6923897581792319,0.555609756097561,0.6544065804935371,0.4783573806881243,0.6923897581792319,0.555609756097561,0.6116476769034088
Swin-V2-S,48.148148148148145,1.1255044098253604,0.37830258865721755,0.42076746557878636,0.3978429803503156,0.42313477705782315,0.48148148148148145,0.44985085734796765,0.550561797752809,0.6621621621621622,0.6012269938650306,74.0,0.22580645161290322,0.2641509433962264,0.24347826086956523,53.0,0.7368421052631579,0.7567567567567568,0.7466666666666667,37.0,0.0,0.0,0.0,25.0,0.7783933580988627,0.7941546989166037,0.8062279670975323,0.5846281908990011,0.9310099573257468,0.7917073170731708,0.8062279670975323,0.5846281908990011,0.9310099573257468,0.7917073170731708,0.7941546989166037
Swin-V2-B,38.62433862433863,1.313948879166255,0.21446886446886448,0.3883783783783784,0.2684876231226958,0.20044963854487663,0.3862433862433862,0.2587727909147251,0.0,0.0,0.0,74.0,0.44166666666666665,1.0,0.6127167630057804,53.0,0.3392857142857143,0.5135135135135135,0.40860215053763443,37.0,0.07692307692307693,0.04,0.05263157894736842,25.0,0.6484159832737648,0.6115636926924406,0.2656874265569918,0.9347946725860156,0.7453769559032717,0.6478048780487804,0.2656874265569918,0.9347946725860156,0.7453769559032717,0.6478048780487804,0.6115636926924406
