Model,Overall_Accuracy,Overall_Loss,Macro_Avg_Precision,Macro_Avg_Recall,Macro_Avg_F1,Weighted_Avg_Precision,Weighted_Avg_Recall,Weighted_Avg_F1,HGC_Precision,HGC_Recall,HGC_F1,HGC_Support,LGC_Precision,LGC_Recall,LGC_F1,LGC_Support,NST_Precision,NST_Recall,NST_F1,NST_Support,NTL_Precision,NTL_Recall,NTL_F1,NTL_Support,Macro_AUC,Micro_AUC,HGC_AUC,LGC_AUC,NST_AUC,NTL_AUC,HGC_Plot_AUC,LGC_Plot_AUC,NST_Plot_AUC,NTL_Plot_AUC,Micro_Avg_Plot_AUC
MViT-V2-Tiny,46.560846560846564,3.202225951290635,0.5085901799124405,0.5094875063742987,0.4676786337620939,0.5778894378900771,0.4656084656084656,0.48005275358749244,0.8611111111111112,0.4189189189189189,0.5636363636363636,74.0,0.35185185185185186,0.3584905660377358,0.35514018691588783,53.0,0.5263157894736842,0.5405405405405406,0.5333333333333333,37.0,0.29508196721311475,0.72,0.4186046511627907,25.0,0.6914436687666203,0.6887731773093324,0.6709753231492362,0.547031076581576,0.855085348506401,0.6926829268292682,0.6709753231492362,0.547031076581576,0.855085348506401,0.6926829268292682,0.6887731773093324
MViT-V2-Base,42.32804232804233,1.5104501903372467,0.30519448525459564,0.48165221825599186,0.36344240771600267,0.2862812197656502,0.42328042328042326,0.3321865881579057,0.0,0.0,0.0,74.0,0.6779661016949152,0.7547169811320755,0.7142857142857143,53.0,0.38372093023255816,0.8918918918918919,0.5365853658536586,37.0,0.1590909090909091,0.28,0.2028985507246377,25.0,0.6666104808053355,0.627856629620298,0.43631022326674507,0.8487791342952276,0.8703769559032717,0.5109756097560976,0.43631022326674507,0.8487791342952276,0.8703769559032717,0.5109756097560976,0.627856629620298
MViT-V2-Small,36.507936507936506,1.3480243197193853,0.2744925540595675,0.3660122386537481,0.29166921119592876,0.315136732874391,0.36507936507936506,0.3163919921375392,0.3508771929824561,0.2702702702702703,0.3053435114503817,74.0,0.37209302325581395,0.3018867924528302,0.3333333333333333,53.0,0.375,0.8918918918918919,0.528,37.0,0.0,0.0,0.0,25.0,0.6118133778369996,0.6122075716431977,0.4224441833137485,0.6761931187569368,0.7832503556187767,0.5653658536585366,0.4224441833137485,0.6761931187569368,0.7832503556187767,0.5653658536585366,0.6122075716431977
