Model,Overall_Accuracy,Overall_Loss,Macro_Avg_Precision,Macro_Avg_Recall,Macro_Avg_F1,Weighted_Avg_Precision,Weighted_Avg_Recall,Weighted_Avg_F1,HGC_Precision,HGC_Recall,HGC_F1,HGC_Support,LGC_Precision,LGC_Recall,LGC_F1,LGC_Support,NST_Precision,NST_Recall,NST_F1,NST_Support,NTL_Precision,NTL_Recall,NTL_F1,NTL_Support,Macro_AUC,Micro_AUC,HGC_AUC,LGC_AUC,NST_AUC,NTL_AUC,HGC_Plot_AUC,LGC_Plot_AUC,NST_Plot_AUC,NTL_Plot_AUC,Micro_Avg_Plot_AUC
EfficientNet-B2,34.92063492063492,2.2394548610404685,0.3649971352177235,0.3717899031106578,0.317953216374269,0.4283577067190512,0.3492063492063492,0.3348424559340738,0.5882352941176471,0.2702702702702703,0.3703703703703703,74.0,0.3636363636363636,0.1509433962264151,0.2133333333333333,53.0,0.4545454545454545,0.945945945945946,0.6140350877192983,37.0,0.0535714285714285,0.12,0.074074074074074,25.0,0.693460269525233,0.6653695771861556,0.7472385428907168,0.6122364039955605,0.9436344238975818,0.4707317073170731,0.7472385428907168,0.6122364039955605,0.9436344238975818,0.4707317073170731,0.6653695771861556
VGG16_with_ImagingType,33.86243386243386,4.149382289755281,0.29360704237201,0.2953799082100968,0.2797587948450017,0.3876919201743236,0.3386243386243386,0.3522024661871404,0.8275862068965517,0.6486486486486487,0.7272727272727273,74.0,0.0588235294117647,0.0377358490566037,0.0459770114942528,53.0,0.1428571428571428,0.1351351351351351,0.1388888888888889,37.0,0.1451612903225806,0.36,0.2068965517241379,25.0,0.5556205061966542,0.5474277502496196,0.8494712103407756,0.1954772475027746,0.534850640113798,0.6426829268292683,0.8494712103407756,0.1954772475027746,0.534850640113798,0.6426829268292683,0.5474277502496196
ConvNeXt-Small_with_ImagingType,32.804232804232804,1.3878982445550343,0.1033333333333333,0.2094594594594594,0.1383928571428571,0.1618342151675485,0.328042328042328,0.2167422524565381,0.4133333333333333,0.8378378378378378,0.5535714285714286,74.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,25.0,0.6941535286842062,0.5914168136390359,0.7886603995299647,0.4308407325194228,0.8916251778093883,0.6654878048780487,0.7886603995299647,0.4308407325194228,0.8916251778093883,0.6654878048780487,0.5914168136390359
VGG19_with_ImagingType,32.804232804232804,1.380881836805394,0.1033333333333333,0.2094594594594594,0.1383928571428571,0.1618342151675485,0.328042328042328,0.2167422524565381,0.4133333333333333,0.8378378378378378,0.5535714285714286,74.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,25.0,0.4214639596542856,0.555466905555089,0.6596944770857814,0.2048418423973363,0.3704658605974395,0.4508536585365853,0.6596944770857814,0.2048418423973363,0.3704658605974395,0.4508536585365853,0.555466905555089
ResNet-50,31.21693121693122,2.9671079879084594,0.3457150101419878,0.411667516573177,0.3287824133754712,0.3539687905813666,0.3121693121693121,0.2899501785915581,0.4827586206896552,0.1891891891891892,0.2718446601941747,74.0,0.1206896551724138,0.1320754716981132,0.1261261261261261,53.0,0.4411764705882353,0.4054054054054054,0.4225352112676056,37.0,0.3382352941176471,0.92,0.4946236559139785,25.0,0.6824613092268228,0.6470143613000756,0.7950646298472386,0.3937291897891232,0.652027027027027,0.8890243902439023,0.7950646298472386,0.3937291897891232,0.652027027027027,0.8890243902439023,0.6470143613000756
RegNet-Y-800MF_with_ImagingType,30.15873015873016,2.497286323517088,0.3140005123700776,0.3878250892401835,0.3355751988970114,0.2841279910523067,0.3015873015873015,0.2802850798272098,0.2954545454545454,0.1756756756756756,0.2203389830508474,74.0,0.0185185185185185,0.0188679245283018,0.0186915887850467,53.0,0.6086956521739131,0.7567567567567568,0.6746987951807228,37.0,0.3333333333333333,0.6,0.4285714285714285,25.0,0.6402737518450745,0.6468837191941248,0.5105757931844889,0.4060765815760266,0.8922475106685633,0.7521951219512195,0.5105757931844889,0.4060765815760266,0.8922475106685633,0.7521951219512195,0.6468837191941248
DeiT-Small,26.984126984126984,3.8030803544180736,0.2811542852053216,0.3077944926058134,0.2879988199957091,0.2726364369864079,0.2698412698412698,0.2640171909427434,0.2826086956521739,0.1756756756756756,0.2166666666666666,74.0,0.208955223880597,0.2641509433962264,0.2333333333333333,53.0,0.3095238095238095,0.3513513513513513,0.3291139240506329,37.0,0.3235294117647059,0.44,0.3728813559322034,25.0,0.5726997887351328,0.5645232029711748,0.5009400705052879,0.4640677025527192,0.6314011379800853,0.694390243902439,0.5009400705052879,0.4640677025527192,0.6314011379800853,0.694390243902439,0.5645232029711748
XCiT-Small-P16_with_ImagingType,25.925925925925927,1.4753613929269176,0.2781055900621118,0.3591891891891892,0.2752891108656002,0.2704492424989319,0.2592592592592592,0.2251383298915805,0.3478260869565217,0.1081081081081081,0.1649484536082474,74.0,0.0,0.0,0.0,53.0,0.5217391304347826,0.6486486486486487,0.5783132530120482,37.0,0.2428571428571428,0.68,0.3578947368421052,25.0,0.7499934097415049,0.706689808982578,0.8699177438307873,0.4815482796892342,0.8675320056899004,0.7809756097560976,0.8699177438307873,0.4815482796892342,0.8675320056899004,0.7809756097560976,0.706689808982578
ViT-B/16,24.867724867724867,1.5234738430648884,0.2073572189900963,0.2469403365629781,0.2118026985893981,0.2230548089121611,0.2486772486772486,0.2153873277138258,0.1739130434782608,0.054054054054054,0.0824742268041237,74.0,0.3146067415730337,0.5283018867924528,0.3943661971830985,53.0,0.3409090909090909,0.4054054054054054,0.3703703703703703,37.0,0.0,0.0,0.0,25.0,0.4651663762289491,0.5665668187714044,0.3099882491186839,0.5543840177580466,0.6372688477951636,0.3590243902439024,0.3099882491186839,0.5543840177580466,0.6372688477951636,0.3590243902439024,0.5665668187714044
NFNet-F0,23.28042328042328,1.7550504844655437,0.2371059791272557,0.2098980112187659,0.2133811876052275,0.2940116845891922,0.2328042328042328,0.2489865539661612,0.5238095238095238,0.2972972972972973,0.3793103448275862,74.0,0.1025641025641025,0.1509433962264151,0.1221374045801526,53.0,0.2765957446808511,0.3513513513513513,0.3095238095238095,37.0,0.0454545454545454,0.04,0.0425531914893617,25.0,0.5454325213899687,0.5310694922687869,0.655581668625147,0.2071309655937847,0.7841394025604553,0.5348780487804878,0.655581668625147,0.2071309655937847,0.7841394025604553,0.5348780487804878,0.5310694922687869
