Model,Overall_Accuracy,Overall_Loss,Macro_Avg_Precision,Macro_Avg_Recall,Macro_Avg_F1,Weighted_Avg_Precision,Weighted_Avg_Recall,Weighted_Avg_F1,HGC_Precision,HGC_Recall,HGC_F1,HGC_Support,LGC_Precision,LGC_Recall,LGC_F1,LGC_Support,NST_Precision,NST_Recall,NST_F1,NST_Support,NTL_Precision,NTL_Recall,NTL_F1,NTL_Support,Macro_AUC,Micro_AUC,HGC_AUC,LGC_AUC,NST_AUC,NTL_AUC,HGC_Plot_AUC,LGC_Plot_AUC,NST_Plot_AUC,NTL_Plot_AUC,Micro_Avg_Plot_AUC
RegNet-Y-800MF,39.15343915343915,2.95537155645865,0.3967688620230993,0.4395436002039775,0.4130240445520867,0.3837096710919687,0.3915343915343915,0.3830880707002888,0.4576271186440678,0.3648648648648648,0.4060150375939849,74.0,0.0769230769230769,0.0754716981132075,0.0761904761904762,53.0,0.6888888888888889,0.8378378378378378,0.7560975609756098,37.0,0.3636363636363636,0.48,0.4137931034482758,25.0,0.6645993781763706,0.6519321034312215,0.5916568742655699,0.4171753607103218,0.9388335704125176,0.7107317073170731,0.5916568742655699,0.4171753607103218,0.9388335704125176,0.7107317073170731,0.6519321034312215
MViT-V2-Base,39.15343915343915,1.3668879812987391,0.0978835978835978,0.25,0.1406844106463878,0.1532991797542062,0.3915343915343915,0.2203311404832317,0.3915343915343915,1.0,0.5627376425855514,74.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,25.0,0.6273483635656472,0.6149510558681635,0.6699177438307873,0.7151775804661488,0.6282005689900426,0.4960975609756097,0.6699177438307873,0.7151775804661488,0.6282005689900426,0.4960975609756097,0.6149510558681635
ResNet-101,38.62433862433863,2.181544983197772,0.3833299627702958,0.4146914839367669,0.3748238678334325,0.430072122809594,0.3862433862433862,0.3870923780052897,0.6808510638297872,0.4324324324324324,0.5289256198347108,74.0,0.0909090909090909,0.0566037735849056,0.0697674418604651,53.0,0.5869565217391305,0.7297297297297297,0.6506024096385542,37.0,0.1746031746031746,0.44,0.25,25.0,0.6654524372895808,0.6563646034545506,0.7936545240893067,0.3052164261931187,0.8661095305832148,0.6968292682926829,0.7936545240893067,0.3052164261931187,0.8661095305832148,0.6968292682926829,0.6563646034545506
DeiT-Small,38.62433862433863,3.6198654622627946,0.3925540818471146,0.4314813870474248,0.3798320534070648,0.4256492903545987,0.3862433862433862,0.3807029073791765,0.5192307692307693,0.3648648648648648,0.4285714285714285,74.0,0.3928571428571428,0.2075471698113207,0.2716049382716049,53.0,0.3958333333333333,0.5135135135135135,0.4470588235294118,37.0,0.2622950819672131,0.64,0.3720930232558139,25.0,0.6897269641279627,0.646538450771255,0.6854289071680375,0.5006936736958935,0.7464438122332859,0.8263414634146342,0.6854289071680375,0.5006936736958935,0.7464438122332859,0.8263414634146342,0.646538450771255
MViT-V2-Tiny,37.56613756613756,2.4522404872551165,0.346938354184731,0.3373380928097909,0.3348439027370479,0.3852482778945473,0.3756613756613756,0.3750900259636818,0.4691358024691358,0.5135135135135135,0.4903225806451612,74.0,0.391304347826087,0.3396226415094339,0.3636363636363636,53.0,0.3478260869565217,0.2162162162162162,0.2666666666666666,37.0,0.1794871794871795,0.28,0.21875,25.0,0.5842734325498125,0.6014109347442681,0.5232667450058754,0.5194228634850167,0.6817211948790896,0.6126829268292683,0.5232667450058754,0.5194228634850167,0.6817211948790896,0.6126829268292683,0.6014109347442681
DeiT-Tiny,37.03703703703704,2.673364938251556,0.3503677584186059,0.3943574706782253,0.3577011184873602,0.3755890130654726,0.3703703703703703,0.3612720608286345,0.4915254237288136,0.3918918918918919,0.4360902255639097,74.0,0.2424242424242424,0.1509433962264151,0.1860465116279069,53.0,0.4230769230769231,0.5945945945945946,0.4943820224719101,37.0,0.2444444444444444,0.44,0.3142857142857143,25.0,0.6659799837126472,0.6470423560370651,0.6525264394829613,0.4716981132075471,0.798719772403983,0.7409756097560976,0.6525264394829613,0.4716981132075471,0.798719772403983,0.7409756097560976,0.6470423560370651
NFNet-F0,35.97883597883598,2.130683835852083,0.363256741131812,0.4371239163691994,0.3644196305486628,0.3805336126237998,0.3597883597883597,0.3429233715972067,0.5581395348837209,0.3243243243243243,0.4102564102564102,74.0,0.075,0.0566037735849056,0.064516129032258,53.0,0.5121951219512195,0.5675675675675675,0.5384615384615384,37.0,0.3076923076923077,0.8,0.4444444444444444,25.0,0.6321406218626215,0.5861911294010059,0.735957696827262,0.2880133185349611,0.7599573257467995,0.7446341463414634,0.735957696827262,0.2880133185349611,0.7599573257467995,0.7446341463414634,0.5861911294010059
DenseNet-121,35.97883597883598,2.3364652739000067,0.3766828522598034,0.4547883732789393,0.3926642343038014,0.3585274921188711,0.3597883597883597,0.3386471110861297,0.4102564102564102,0.2162162162162162,0.2831858407079646,74.0,0.1052631578947368,0.1132075471698113,0.109090909090909,53.0,0.5869565217391305,0.7297297297297297,0.6506024096385542,37.0,0.4042553191489361,0.76,0.5277777777777778,25.0,0.717270370489335,0.6743092298647854,0.6881316098707404,0.4413152053274139,0.8474395448079659,0.8921951219512196,0.6881316098707404,0.4413152053274139,0.8474395448079659,0.8921951219512196,0.6743092298647854
Inception ResNet V2,35.44973544973545,1.9064934118084176,0.3478831438917824,0.452182559918409,0.3748629886737303,0.3254706172045112,0.3544973544973545,0.3186868950478742,0.3157894736842105,0.1621621621621621,0.2142857142857142,74.0,0.1836734693877551,0.1698113207547169,0.1764705882352941,53.0,0.509090909090909,0.7567567567567568,0.6086956521739131,37.0,0.3829787234042553,0.72,0.5,25.0,0.7536508621358398,0.7168145721937609,0.6839012925969448,0.5740843507214206,0.8653982930298719,0.8912195121951221,0.6839012925969448,0.5740843507214206,0.8653982930298719,0.8912195121951221,0.7168145721937609
Swin-V2-B,34.92063492063492,1.4061702899831945,0.2266877858983122,0.3623788883222845,0.2606286337209302,0.2443079059620413,0.3492063492063492,0.2635755044912021,0.1363636363636363,0.0405405405405405,0.0625,74.0,0.4736842105263157,0.6792452830188679,0.5581395348837209,53.0,0.2967032967032967,0.7297297297297297,0.421875,37.0,0.0,0.0,0.0,25.0,0.6378306629370898,0.6252064611852971,0.4189189189189188,0.7791342952275249,0.6893669985775249,0.6639024390243903,0.4189189189189188,0.7791342952275249,0.6893669985775249,0.6639024390243903,0.6252064611852971
ResNeXt-101,33.333333333333336,2.623335355488712,0.3343887704335465,0.4398011218765936,0.3421290366962268,0.3312815363845925,0.3333333333333333,0.2943935354046088,0.4,0.1621621621621621,0.2307692307692307,74.0,0.119047619047619,0.0943396226415094,0.1052631578947368,53.0,0.52,0.7027027027027027,0.5977011494252874,37.0,0.2985074626865671,0.8,0.4347826086956521,25.0,0.7589467216846923,0.6662934035068074,0.7282021151586369,0.5871254162042175,0.8399715504978663,0.8804878048780488,0.7282021151586369,0.5871254162042175,0.8399715504978663,0.8804878048780488,0.6662934035068074
EfficientNet-B0,32.804232804232804,3.203906144414629,0.3129196375519905,0.4085007649158592,0.3395113814365705,0.2953342167394455,0.328042328042328,0.2948458300043058,0.3181818181818182,0.1891891891891892,0.2372881355932203,74.0,0.025,0.0188679245283018,0.021505376344086,53.0,0.6862745098039216,0.945945945945946,0.7954545454545454,37.0,0.2222222222222222,0.48,0.3037974683544304,25.0,0.6073022978432634,0.5624515924339557,0.4079905992949472,0.3479467258601554,0.9774182076813656,0.6958536585365853,0.4079905992949472,0.3479467258601554,0.9774182076813656,0.6958536585365853,0.5624515924339557
ResNet-50,32.27513227513227,3.912068650836036,0.3775206646706278,0.3730188679245283,0.3269876843610595,0.433521304155055,0.3227513227513227,0.318318876266412,0.6956521739130435,0.2162162162162162,0.3298969072164948,74.0,0.1346153846153846,0.1320754716981132,0.1333333333333333,53.0,0.5272727272727272,0.7837837837837838,0.6304347826086957,37.0,0.1525423728813559,0.36,0.2142857142857142,25.0,0.6762996116284495,0.5962972294541959,0.7788484136310223,0.3247780244173141,0.9157183499288762,0.6858536585365854,0.7788484136310223,0.3247780244173141,0.9157183499288762,0.6858536585365854,0.5962972294541959
BEiT-V2-Base,32.27513227513227,2.322827458381653,0.3414015776084741,0.357697603263641,0.3190576642645789,0.3891930972390742,0.3227513227513227,0.3258028664000377,0.5675675675675675,0.2837837837837837,0.3783783783783784,74.0,0.282051282051282,0.2075471698113207,0.2391304347826087,53.0,0.3090909090909091,0.4594594594594595,0.3695652173913043,37.0,0.2068965517241379,0.48,0.2891566265060241,25.0,0.668709223087905,0.6391851665220272,0.691774383078731,0.5704772475027747,0.7555120910384068,0.6570731707317073,0.691774383078731,0.5704772475027747,0.7555120910384068,0.6570731707317073,0.6391851665220272
ViT-B/16,31.746031746031747,1.6936476262158189,0.3069300364846317,0.4082177460479347,0.3025797373358349,0.335084087176651,0.3174603174603174,0.2851789809106882,0.5526315789473685,0.2837837837837837,0.375,74.0,0.0689655172413793,0.0377358490566037,0.048780487804878,53.0,0.3023255813953488,0.3513513513513513,0.325,37.0,0.3037974683544304,0.96,0.4615384615384615,25.0,0.6722340026146267,0.670585929845189,0.8195064629847238,0.2846836847946725,0.7503556187766715,0.8343902439024391,0.8195064629847238,0.2846836847946725,0.7503556187766715,0.8343902439024391,0.670585929845189
RegNet-Y-1.6GF,31.746031746031747,2.8109226725088856,0.3677475580195358,0.3791381947985721,0.3184365555274597,0.4179547198543046,0.3174603174603174,0.3018234183287344,0.6666666666666666,0.1891891891891892,0.2947368421052631,74.0,0.0930232558139534,0.0754716981132075,0.0833333333333333,53.0,0.5789473684210527,0.8918918918918919,0.7021276595744681,37.0,0.1323529411764706,0.36,0.1935483870967742,25.0,0.6310636621740598,0.5934790925972584,0.572855464159812,0.494589345172031,0.9455903271692746,0.511219512195122,0.572855464159812,0.494589345172031,0.9455903271692746,0.511219512195122,0.5934790925972584
XCiT-Medium-P16,29.1005291005291,1.3824045229210424,0.1552642796248934,0.3349056603773584,0.1922527472527472,0.1514612286138288,0.291005291005291,0.1798511541368684,0.0,0.0,0.0,74.0,0.3529411764705882,0.3396226415094339,0.3461538461538461,53.0,0.2681159420289855,1.0,0.4228571428571429,37.0,0.0,0.0,0.0,25.0,0.6004462435431148,0.531769360693523,0.6379553466509988,0.5104051054384018,0.7263513513513513,0.5270731707317073,0.6379553466509988,0.5104051054384018,0.7263513513513513,0.5270731707317073,0.531769360693523
ConvNeXt-Tiny,28.04232804232804,1.4257083683417588,0.0701058201058201,0.25,0.1095041322314049,0.0786372162033537,0.2804232804232804,0.122830031920941,0.0,0.0,0.0,74.0,0.2804232804232804,1.0,0.4380165289256198,53.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,25.0,0.5160864982975303,0.5028274684359341,0.7468860164512338,0.1409544950055493,0.6055298719772404,0.5709756097560976,0.7468860164512338,0.1409544950055493,0.6055298719772404,0.5709756097560976,0.5028274684359341
ConvNeXt-Base,28.04232804232804,1.4284440518687012,0.0701058201058201,0.25,0.1095041322314049,0.0786372162033537,0.2804232804232804,0.122830031920941,0.0,0.0,0.0,74.0,0.2804232804232804,1.0,0.4380165289256198,53.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,25.0,0.6915067350052982,0.5935770741767215,0.6405405405405405,0.8867230854605993,0.9094950213371266,0.3292682926829268,0.6405405405405405,0.8867230854605993,0.9094950213371266,0.3292682926829268,0.5935770741767215
