Model,Overall_Accuracy,Overall_Loss,Macro_Avg_Precision,Macro_Avg_Recall,Macro_Avg_F1,Weighted_Avg_Precision,Weighted_Avg_Recall,Weighted_Avg_F1,HGC_Precision,HGC_Recall,HGC_F1,HGC_Support,LGC_Precision,LGC_Recall,LGC_F1,LGC_Support,NST_Precision,NST_Recall,NST_F1,NST_Support,NTL_Precision,NTL_Recall,NTL_F1,NTL_Support,Macro_AUC,Micro_AUC,HGC_AUC,LGC_AUC,NST_AUC,NTL_AUC,HGC_Plot_AUC,LGC_Plot_AUC,NST_Plot_AUC,NTL_Plot_AUC,Micro_Avg_Plot_AUC
RegNet-Y-400MF_with_ImagingType,44.44444444444444,1.8360102712792694,0.4934170407057731,0.5451045385007649,0.4370873770383575,0.5487513849888096,0.4444444444444444,0.41417608320295324,0.72,0.24324324324324326,0.36363636363636365,74.0,0.4642857142857143,0.24528301886792453,0.32098765432098764,53.0,0.5076923076923077,0.8918918918918919,0.6470588235294118,37.0,0.28169014084507044,0.8,0.4166666666666667,25.0,0.773135184723781,0.7055140300290212,0.7944770857814335,0.617369589345172,0.9102062588904695,0.7704878048780488,0.7944770857814335,0.617369589345172,0.9102062588904695,0.7704878048780488,0.7055140300290212
RegNet-Y-800MF_with_ImagingType,30.158730158730158,2.497286323517088,0.3140005123700776,0.38782508924018355,0.3355751988970114,0.2841279910523067,0.30158730158730157,0.2802850798272098,0.29545454545454547,0.17567567567567569,0.22033898305084745,74.0,0.018518518518518517,0.018867924528301886,0.018691588785046728,53.0,0.6086956521739131,0.7567567567567568,0.6746987951807228,37.0,0.3333333333333333,0.6,0.42857142857142855,25.0,0.6402737518450745,0.6468837191941248,0.5105757931844889,0.4060765815760266,0.8922475106685633,0.7521951219512195,0.5105757931844889,0.4060765815760266,0.8922475106685633,0.7521951219512195,0.6468837191941248
RegNet-Y-1.6GF_with_ImagingType,46.03174603174603,2.193188119817663,0.4407505596795098,0.4970729219785823,0.4534848521960046,0.46801875012078853,0.4603174603174603,0.4526769047574043,0.6666666666666666,0.5135135135135135,0.5801526717557252,74.0,0.17073170731707318,0.1320754716981132,0.14893617021276595,53.0,0.5777777777777777,0.7027027027027027,0.6341463414634146,37.0,0.34782608695652173,0.64,0.4507042253521127,25.0,0.7124128167907169,0.6944001194442111,0.6719153936545241,0.4832130965593785,0.8979374110953058,0.7965853658536586,0.6719153936545241,0.4832130965593785,0.8979374110953058,0.7965853658536586,0.6944001194442111
