Model,Overall_Accuracy,Overall_Loss,Macro_Avg_Precision,Macro_Avg_Recall,Macro_Avg_F1,Weighted_Avg_Precision,Weighted_Avg_Recall,Weighted_Avg_F1,HGC_Precision,HGC_Recall,HGC_F1,HGC_Support,LGC_Precision,LGC_Recall,LGC_F1,LGC_Support,NST_Precision,NST_Recall,NST_F1,NST_Support,NTL_Precision,NTL_Recall,NTL_F1,NTL_Support,Macro_AUC,Micro_AUC,HGC_AUC,LGC_AUC,NST_AUC,NTL_AUC,HGC_Plot_AUC,LGC_Plot_AUC,NST_Plot_AUC,NTL_Plot_AUC,Micro_Avg_Plot_AUC
MViT-V2-Tiny_with_ImagingType,21.164021164021165,1.6571859524994301,0.2262842780319984,0.24083120856705764,0.21037581699346405,0.25320582185540935,0.21164021164021163,0.20571808970501784,0.35714285714285715,0.13513513513513514,0.19607843137254902,74.0,0.1836734693877551,0.16981132075471697,0.17647058823529413,53.0,0.2153846153846154,0.3783783783783784,0.27450980392156865,37.0,0.14893617021276595,0.28,0.19444444444444445,25.0,0.561560667234485,0.5096815132088501,0.6502937720329024,0.5055493895671476,0.5094238975817923,0.5809756097560975,0.6502937720329024,0.5055493895671476,0.5094238975817923,0.5809756097560975,0.5096815132088501
MViT-V2-Base_with_ImagingType,22.22222222222222,2.5365164090716648,0.14983940790392403,0.24120346761856196,0.17694098384647752,0.1573543939135337,0.2222222222222222,0.17486756515898713,0.19047619047619047,0.16216216216216217,0.17518248175182483,74.0,0.03225806451612903,0.018867924528301886,0.023809523809523808,53.0,0.37662337662337664,0.7837837837837838,0.5087719298245614,37.0,0.0,0.0,0.0,25.0,0.47923344564193154,0.4806043130558122,0.29400705052878967,0.4697558268590455,0.8241465149359886,0.32902439024390245,0.29400705052878967,0.4697558268590455,0.8241465149359886,0.32902439024390245,0.4806043130558122
MViT-V2-Small_with_ImagingType,52.91005291005291,1.3334015399690657,0.5374854862119013,0.568727689954105,0.5103871961852076,0.5966264273811444,0.5291005291005291,0.5242249468169579,0.74,0.5,0.5967741935483871,74.0,0.5769230769230769,0.2830188679245283,0.379746835443038,53.0,0.55,0.8918918918918919,0.6804123711340206,37.0,0.2830188679245283,0.6,0.38461538461538464,25.0,0.7952779294112999,0.7647975513936713,0.7898942420681551,0.7548557158712542,0.9251422475106686,0.7112195121951219,0.7898942420681551,0.7548557158712542,0.9251422475106686,0.7112195121951219,0.7647975513936713
