Model,Overall_Accuracy,Overall_Loss,Macro_Avg_Precision,Macro_Avg_Recall,Macro_Avg_F1,Weighted_Avg_Precision,Weighted_Avg_Recall,Weighted_Avg_F1,HGC_Precision,HGC_Recall,HGC_F1,HGC_Support,LGC_Precision,LGC_Recall,LGC_F1,LGC_Support,NST_Precision,NST_Recall,NST_F1,NST_Support,NTL_Precision,NTL_Recall,NTL_F1,NTL_Support,Macro_AUC,Micro_AUC,HGC_AUC,LGC_AUC,NST_AUC,NTL_AUC,HGC_Plot_AUC,LGC_Plot_AUC,NST_Plot_AUC,NTL_Plot_AUC,Micro_Avg_Plot_AUC
Swin-V2-T,42.857142857142854,1.3680742619529602,0.5035497835497835,0.4006246812850587,0.33056634875780055,0.5859896012276965,0.42857142857142855,0.3784753955482791,0.5466666666666666,0.5540540540540541,0.5503355704697986,74.0,1.0,0.07547169811320754,0.14035087719298245,53.0,0.4675324675324675,0.972972972972973,0.631578947368421,37.0,0.0,0.0,0.0,25.0,0.6673527824619986,0.6072711663540589,0.6344300822561691,0.6234739178690344,0.9349217638691323,0.4765853658536585,0.6344300822561691,0.6234739178690344,0.9349217638691323,0.4765853658536585,0.6072711663540589
Swin-V2-S,13.756613756613756,1.392221033888519,0.043333333333333335,0.12264150943396226,0.06403940886699508,0.048606701940035274,0.13756613756613756,0.07183256444340189,0.0,0.0,0.0,74.0,0.17333333333333334,0.49056603773584906,0.2561576354679803,53.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,25.0,0.3872787548282621,0.5184018737810625,0.36709753231492365,0.2527746947835738,0.7254623044096729,0.20378048780487806,0.36709753231492365,0.2527746947835738,0.7254623044096729,0.20378048780487806,0.5184018737810625
Swin-V2-B,40.21164021164021,1.341372913153714,0.22333916083916083,0.3141891891891892,0.2496894409937888,0.24893008226341556,0.4021164021164021,0.29596108974990964,0.3782051282051282,0.7972972972972973,0.5130434782608696,74.0,0.0,0.0,0.0,53.0,0.5151515151515151,0.4594594594594595,0.4857142857142857,37.0,0.0,0.0,0.0,25.0,0.6999185461927144,0.6688782508888329,0.5149236192714454,0.9299389567147613,0.8518847795163584,0.5029268292682927,0.5149236192714454,0.9299389567147613,0.8518847795163584,0.5029268292682927,0.6688782508888329
