Model,Overall_Accuracy,Overall_Loss,Macro_Avg_Precision,Macro_Avg_Recall,Macro_Avg_F1,Weighted_Avg_Precision,Weighted_Avg_Recall,Weighted_Avg_F1,HGC_Precision,HGC_Recall,HGC_F1,HGC_Support,LGC_Precision,LGC_Recall,LGC_F1,LGC_Support,NST_Precision,NST_Recall,NST_F1,NST_Support,NTL_Precision,NTL_Recall,NTL_F1,NTL_Support,Macro_AUC,Micro_AUC,HGC_AUC,LGC_AUC,NST_AUC,NTL_AUC,HGC_Plot_AUC,LGC_Plot_AUC,NST_Plot_AUC,NTL_Plot_AUC,Micro_Avg_Plot_AUC
MaxViT-Tiny,40.74074074074074,2.0788837980341026,0.4496880570409982,0.45116012238653747,0.43977712942322994,0.4370658027520773,0.4074074074074074,0.41520946535141,0.35,0.28378378378378377,0.31343283582089554,74.0,0.3409090909090909,0.2830188679245283,0.30927835051546393,53.0,0.9117647058823529,0.8378378378378378,0.8732394366197183,37.0,0.19607843137254902,0.4,0.2631578947368421,25.0,0.7105030925138169,0.7386597986245254,0.5794359576968273,0.6183407325194229,0.9354551920341394,0.708780487804878,0.5794359576968273,0.6183407325194229,0.9354551920341394,0.708780487804878,0.7386597986245254
MaxViT-Small,49.735449735449734,1.7317759025664556,0.5493317482031572,0.5143141254462009,0.49796774197469734,0.6254870021508458,0.4973544973544973,0.5291896163096872,0.7906976744186046,0.4594594594594595,0.5811965811965812,74.0,0.6111111111111112,0.41509433962264153,0.4943820224719101,53.0,0.6190476190476191,0.7027027027027027,0.6582278481012658,37.0,0.17647058823529413,0.48,0.25806451612903225,25.0,0.7307013584857176,0.7271166354058771,0.7842538190364278,0.6946448390677026,0.8536628733997155,0.5902439024390245,0.7842538190364278,0.6946448390677026,0.8536628733997155,0.5902439024390245,0.7271166354058771
